source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[treatment]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sample preparation]	comment[label chemistry]	comment[search enzyme]	comment[missed cleavages]	comment[filename-derived sample identifier]	comment[original search experiment]	comment[sample description]	comment[replicate mapping evidence]	comment[fractionation details]	comment[search parameter details]	comment[secondary search profile]	comment[instrument method details]	comment[cell line provenance]	comment[annotation provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[annotation provenance]	factor value[cell line]	factor value[sample preparation]	factor value[treatment]
PXD005903_CF1	Homo sapiens	uterine cervix	cervical squamous cell carcinoma	CaLo	CVCL_5121	CaLo	55Y	female	untreated	not pooled	1	JV_140624_Qexactive_CF1	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=Isotope labeling;AC=PRIDE:0000310	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl:2H(3);AC=UNIMOD:56;TA=K;MT=Variable	NT=Acetyl:2H(3);AC=UNIMOD:56;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	20 ppm	1	1	JV_140624_Qexactive_CF1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005903/JV_140624_Qexactive_CF1.raw	filter-aided sample preparation (FASP)	All 87 acquisitions contain NAS-d3 chemically acetylated samples. N-acetoxy-succinimide-d3 labels previously unmodified lysine and protein N-terminal amines before trypsin digestion. Endogenous d0 and chemical d3 acetylation coexist in each source and are used for site occupancy, not separate multiplexed biological samples. Acetyl d0 is UNIMOD:1; Acetyl d3 is UNIMOD:56 (45.029395 Da), independently verified from 1772 heavy-acetyl peptide entries across all three deposited search profiles. All original summaries have Multiplicity=1. PRIDE:0000310 denotes the isotope-labeling quantification strategy; this text specifies the exact chemistry. Protein abundance LFQ uses the same chemically acetylated acquisitions in the GelSol and CtrlEx527 searches.	NT=Arg-C;AC=MS:1001303	2	CF1	CF1	Untreated method-comparison preparation. Author thesis section 5.3 explicitly states three independent biological replicates per cell line and preparation method. F=FASP; G=GSP; S=SSP. Gel preparation uses one concentrated gel slice per sample; it does not produce an offline fraction series.	The original 3Methods summary gives separate author experiments such as CF1, CF2 and CF3, all Fraction=1. Numbered repeats are biological replicates based on author thesis section 5.3 (PDF p43/printed p39). Whether equally numbered F/G/S preparations share a parent culture is unspecified; source identifiers preserve preparation units and do not assert 27 mutually independent parent cultures or pairing across methods. One acquisition per preparation is deposited.	No offline peptide fractionation in the method-comparison preparations; physical fraction identifier=1, as in the 3Methods original summary.	Original MaxquantTXToutputFile3Methods3Cells.zip parameters.txt and summary.txt, MaxQuant 1.5.3.30: ArgC specific search, two missed cleavages, fixed CAM(C), and the eight modification entries listed here. Acetyl d0(K) maps to standard Acetyl(K); chemical acetylation is searched as variable despite its use as a preparation reagent. FTMS fragment tolerance=20 ppm. MaxQuant precursor tolerance is not reported in available original metadata and is omitted. Pview 5 ppm isotope and 15 ppm MS/MS tolerances belong to separate Pview analysis and are not MaxQuant parameters. Wet-lab trypsin digestion follows lysine blocking; Arg-C is search specificity, not an added enzyme. Search FASTAs include human proteome plus HPV16 and HPV18; this does not add separate viral sample rows. MBR=false, iBAQ=false, advanced ratios=false, dependent peptides=true.	FASP RAWs are included in the 27-RAW 3Methods search and not in the 18-RAW GelSol LFQ search.	Each deposited RAW 256 KiB prefix identifies Q Exactive and includes a Top10 DDA method: MS1 resolution 70000, MS2 resolution 17500, isolation window 2 Th, HCD NCE27. The actual method-comparison MS1 range is 300-2000 m/z. Published article and actual RAWs agree on NCE27; original PRIDE project prose says 35%. Acquisition settings use the actual method. The RAW acquisition tolerance fields are not search tolerances.	https://www.cellosaurus.org/CVCL_5121; age and sex describe the original cell-line donor, not culture age or independent donor counts. HaCaT is a spontaneously immortalized keratinocyte line from normal skin; CaLo and SiHa are cervical cancer lines with HPV18 and HPV16, respectively. Source cultures and pools remain samples from their respective established human cell line.	DOI:10.1074/jbc.M117.784546; PMID:28893905; PMC5672037. Original author MaxQuant archive summary/parameters establish exact RAW, experiment and search-fraction mapping. Author Jeovanis Gil Valdes doctoral thesis (UNAM 2017), https://hdl.handle.net/20.500.14330/TES01000768277, supplies explicit biological-repeat and pooling descriptions in sections 5.3/5.7 and Fig15; its appendix contains the published paper. Secondary meta SDRF was used only for comparison and is not the mapping authority.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Author MaxQuant summaries resolve all 87 selected RAWs to cell line, preparation method and control/EX-527 experiment. PRIDE and primary PMC5672037 report physical trypsin digestion, chemical d3-acetylation and Arg-C search specificity; acetyl d0/d3 terms describe modifications, not separate sample channels. The a/b fraction series use pooled biological material; independent culture count is not specified.	CaLo	filter-aided sample preparation (FASP)	untreated
PXD005903_CF2	Homo sapiens	uterine cervix	cervical squamous cell carcinoma	CaLo	CVCL_5121	CaLo	55Y	female	untreated	not pooled	2	JV_140624_Qexactive_CF2	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=Isotope labeling;AC=PRIDE:0000310	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl:2H(3);AC=UNIMOD:56;TA=K;MT=Variable	NT=Acetyl:2H(3);AC=UNIMOD:56;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	20 ppm	1	1	JV_140624_Qexactive_CF2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005903/JV_140624_Qexactive_CF2.raw	filter-aided sample preparation (FASP)	All 87 acquisitions contain NAS-d3 chemically acetylated samples. N-acetoxy-succinimide-d3 labels previously unmodified lysine and protein N-terminal amines before trypsin digestion. Endogenous d0 and chemical d3 acetylation coexist in each source and are used for site occupancy, not separate multiplexed biological samples. Acetyl d0 is UNIMOD:1; Acetyl d3 is UNIMOD:56 (45.029395 Da), independently verified from 1772 heavy-acetyl peptide entries across all three deposited search profiles. All original summaries have Multiplicity=1. PRIDE:0000310 denotes the isotope-labeling quantification strategy; this text specifies the exact chemistry. Protein abundance LFQ uses the same chemically acetylated acquisitions in the GelSol and CtrlEx527 searches.	NT=Arg-C;AC=MS:1001303	2	CF2	CF2	Untreated method-comparison preparation. Author thesis section 5.3 explicitly states three independent biological replicates per cell line and preparation method. F=FASP; G=GSP; S=SSP. Gel preparation uses one concentrated gel slice per sample; it does not produce an offline fraction series.	The original 3Methods summary gives separate author experiments such as CF1, CF2 and CF3, all Fraction=1. Numbered repeats are biological replicates based on author thesis section 5.3 (PDF p43/printed p39). Whether equally numbered F/G/S preparations share a parent culture is unspecified; source identifiers preserve preparation units and do not assert 27 mutually independent parent cultures or pairing across methods. One acquisition per preparation is deposited.	No offline peptide fractionation in the method-comparison preparations; physical fraction identifier=1, as in the 3Methods original summary.	Original MaxquantTXToutputFile3Methods3Cells.zip parameters.txt and summary.txt, MaxQuant 1.5.3.30: ArgC specific search, two missed cleavages, fixed CAM(C), and the eight modification entries listed here. Acetyl d0(K) maps to standard Acetyl(K); chemical acetylation is searched as variable despite its use as a preparation reagent. FTMS fragment tolerance=20 ppm. MaxQuant precursor tolerance is not reported in available original metadata and is omitted. Pview 5 ppm isotope and 15 ppm MS/MS tolerances belong to separate Pview analysis and are not MaxQuant parameters. Wet-lab trypsin digestion follows lysine blocking; Arg-C is search specificity, not an added enzyme. Search FASTAs include human proteome plus HPV16 and HPV18; this does not add separate viral sample rows. MBR=false, iBAQ=false, advanced ratios=false, dependent peptides=true.	FASP RAWs are included in the 27-RAW 3Methods search and not in the 18-RAW GelSol LFQ search.	Each deposited RAW 256 KiB prefix identifies Q Exactive and includes a Top10 DDA method: MS1 resolution 70000, MS2 resolution 17500, isolation window 2 Th, HCD NCE27. The actual method-comparison MS1 range is 300-2000 m/z. Published article and actual RAWs agree on NCE27; original PRIDE project prose says 35%. Acquisition settings use the actual method. The RAW acquisition tolerance fields are not search tolerances.	https://www.cellosaurus.org/CVCL_5121; age and sex describe the original cell-line donor, not culture age or independent donor counts. HaCaT is a spontaneously immortalized keratinocyte line from normal skin; CaLo and SiHa are cervical cancer lines with HPV18 and HPV16, respectively. Source cultures and pools remain samples from their respective established human cell line.	DOI:10.1074/jbc.M117.784546; PMID:28893905; PMC5672037. Original author MaxQuant archive summary/parameters establish exact RAW, experiment and search-fraction mapping. Author Jeovanis Gil Valdes doctoral thesis (UNAM 2017), https://hdl.handle.net/20.500.14330/TES01000768277, supplies explicit biological-repeat and pooling descriptions in sections 5.3/5.7 and Fig15; its appendix contains the published paper. Secondary meta SDRF was used only for comparison and is not the mapping authority.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Author MaxQuant summaries resolve all 87 selected RAWs to cell line, preparation method and control/EX-527 experiment. PRIDE and primary PMC5672037 report physical trypsin digestion, chemical d3-acetylation and Arg-C search specificity; acetyl d0/d3 terms describe modifications, not separate sample channels. The a/b fraction series use pooled biological material; independent culture count is not specified.	CaLo	filter-aided sample preparation (FASP)	untreated
PXD005903_CF3	Homo sapiens	uterine cervix	cervical squamous cell carcinoma	CaLo	CVCL_5121	CaLo	55Y	female	untreated	not pooled	3	JV_140624_Qexactive_CF3	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=Isotope labeling;AC=PRIDE:0000310	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl:2H(3);AC=UNIMOD:56;TA=K;MT=Variable	NT=Acetyl:2H(3);AC=UNIMOD:56;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	20 ppm	1	1	JV_140624_Qexactive_CF3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005903/JV_140624_Qexactive_CF3.raw	filter-aided sample preparation (FASP)	All 87 acquisitions contain NAS-d3 chemically acetylated samples. N-acetoxy-succinimide-d3 labels previously unmodified lysine and protein N-terminal amines before trypsin digestion. Endogenous d0 and chemical d3 acetylation coexist in each source and are used for site occupancy, not separate multiplexed biological samples. Acetyl d0 is UNIMOD:1; Acetyl d3 is UNIMOD:56 (45.029395 Da), independently verified from 1772 heavy-acetyl peptide entries across all three deposited search profiles. All original summaries have Multiplicity=1. PRIDE:0000310 denotes the isotope-labeling quantification strategy; this text specifies the exact chemistry. Protein abundance LFQ uses the same chemically acetylated acquisitions in the GelSol and CtrlEx527 searches.	NT=Arg-C;AC=MS:1001303	2	CF3	CF3	Untreated method-comparison preparation. Author thesis section 5.3 explicitly states three independent biological replicates per cell line and preparation method. F=FASP; G=GSP; S=SSP. Gel preparation uses one concentrated gel slice per sample; it does not produce an offline fraction series.	The original 3Methods summary gives separate author experiments such as CF1, CF2 and CF3, all Fraction=1. Numbered repeats are biological replicates based on author thesis section 5.3 (PDF p43/printed p39). Whether equally numbered F/G/S preparations share a parent culture is unspecified; source identifiers preserve preparation units and do not assert 27 mutually independent parent cultures or pairing across methods. One acquisition per preparation is deposited.	No offline peptide fractionation in the method-comparison preparations; physical fraction identifier=1, as in the 3Methods original summary.	Original MaxquantTXToutputFile3Methods3Cells.zip parameters.txt and summary.txt, MaxQuant 1.5.3.30: ArgC specific search, two missed cleavages, fixed CAM(C), and the eight modification entries listed here. Acetyl d0(K) maps to standard Acetyl(K); chemical acetylation is searched as variable despite its use as a preparation reagent. FTMS fragment tolerance=20 ppm. MaxQuant precursor tolerance is not reported in available original metadata and is omitted. Pview 5 ppm isotope and 15 ppm MS/MS tolerances belong to separate Pview analysis and are not MaxQuant parameters. Wet-lab trypsin digestion follows lysine blocking; Arg-C is search specificity, not an added enzyme. Search FASTAs include human proteome plus HPV16 and HPV18; this does not add separate viral sample rows. MBR=false, iBAQ=false, advanced ratios=false, dependent peptides=true.	FASP RAWs are included in the 27-RAW 3Methods search and not in the 18-RAW GelSol LFQ search.	Each deposited RAW 256 KiB prefix identifies Q Exactive and includes a Top10 DDA method: MS1 resolution 70000, MS2 resolution 17500, isolation window 2 Th, HCD NCE27. The actual method-comparison MS1 range is 300-2000 m/z. Published article and actual RAWs agree on NCE27; original PRIDE project prose says 35%. Acquisition settings use the actual method. The RAW acquisition tolerance fields are not search tolerances.	https://www.cellosaurus.org/CVCL_5121; age and sex describe the original cell-line donor, not culture age or independent donor counts. HaCaT is a spontaneously immortalized keratinocyte line from normal skin; CaLo and SiHa are cervical cancer lines with HPV18 and HPV16, respectively. Source cultures and pools remain samples from their respective established human cell line.	DOI:10.1074/jbc.M117.784546; PMID:28893905; PMC5672037. Original author MaxQuant archive summary/parameters establish exact RAW, experiment and search-fraction mapping. Author Jeovanis Gil Valdes doctoral thesis (UNAM 2017), https://hdl.handle.net/20.500.14330/TES01000768277, supplies explicit biological-repeat and pooling descriptions in sections 5.3/5.7 and Fig15; its appendix contains the published paper. Secondary meta SDRF was used only for comparison and is not the mapping authority.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Author MaxQuant summaries resolve all 87 selected RAWs to cell line, preparation method and control/EX-527 experiment. PRIDE and primary PMC5672037 report physical trypsin digestion, chemical d3-acetylation and Arg-C search specificity; acetyl d0/d3 terms describe modifications, not separate sample channels. The a/b fraction series use pooled biological material; independent culture count is not specified.	CaLo	filter-aided sample preparation (FASP)	untreated
PXD005903_CG1	Homo sapiens	uterine cervix	cervical squamous cell carcinoma	CaLo	CVCL_5121	CaLo	55Y	female	untreated	not pooled	1	JV_140624_Qexactive_CG1	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=Isotope labeling;AC=PRIDE:0000310	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl:2H(3);AC=UNIMOD:56;TA=K;MT=Variable	NT=Acetyl:2H(3);AC=UNIMOD:56;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	20 ppm	1	1	JV_140624_Qexactive_CG1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005903/JV_140624_Qexactive_CG1.raw	gel sample preparation (GSP)	All 87 acquisitions contain NAS-d3 chemically acetylated samples. N-acetoxy-succinimide-d3 labels previously unmodified lysine and protein N-terminal amines before trypsin digestion. Endogenous d0 and chemical d3 acetylation coexist in each source and are used for site occupancy, not separate multiplexed biological samples. Acetyl d0 is UNIMOD:1; Acetyl d3 is UNIMOD:56 (45.029395 Da), independently verified from 1772 heavy-acetyl peptide entries across all three deposited search profiles. All original summaries have Multiplicity=1. PRIDE:0000310 denotes the isotope-labeling quantification strategy; this text specifies the exact chemistry. Protein abundance LFQ uses the same chemically acetylated acquisitions in the GelSol and CtrlEx527 searches.	NT=Arg-C;AC=MS:1001303	2	CG1	CG1	Untreated method-comparison preparation. Author thesis section 5.3 explicitly states three independent biological replicates per cell line and preparation method. F=FASP; G=GSP; S=SSP. Gel preparation uses one concentrated gel slice per sample; it does not produce an offline fraction series.	The original 3Methods summary gives separate author experiments such as CF1, CF2 and CF3, all Fraction=1. Numbered repeats are biological replicates based on author thesis section 5.3 (PDF p43/printed p39). Whether equally numbered F/G/S preparations share a parent culture is unspecified; source identifiers preserve preparation units and do not assert 27 mutually independent parent cultures or pairing across methods. One acquisition per preparation is deposited.	No offline peptide fractionation in the method-comparison preparations; physical fraction identifier=1, as in the 3Methods original summary.	Original MaxquantTXToutputFile3Methods3Cells.zip parameters.txt and summary.txt, MaxQuant 1.5.3.30: ArgC specific search, two missed cleavages, fixed CAM(C), and the eight modification entries listed here. Acetyl d0(K) maps to standard Acetyl(K); chemical acetylation is searched as variable despite its use as a preparation reagent. FTMS fragment tolerance=20 ppm. MaxQuant precursor tolerance is not reported in available original metadata and is omitted. Pview 5 ppm isotope and 15 ppm MS/MS tolerances belong to separate Pview analysis and are not MaxQuant parameters. Wet-lab trypsin digestion follows lysine blocking; Arg-C is search specificity, not an added enzyme. Search FASTAs include human proteome plus HPV16 and HPV18; this does not add separate viral sample rows. MBR=false, iBAQ=false, advanced ratios=false, dependent peptides=true.	The deposited GelSol3CellsLFQ search reuses the 18 GSP/SSP RAWs from the 27-RAW method comparison. It groups Experiment by cell line and codes GSP as Fraction=1 and SSP as Fraction=2 to combine preparation methods for protein LFQ. These search grouping codes are not physical offline fractions and do not replace the physical fraction=1 annotation. MaxQuant 1.5.3.30; human proteome FASTA only; MBR=true (0.7 min matching, 20 min alignment), iBAQ=true, advanced ratios=true, dependent peptides=true. The same modification set, ArgC specificity, two missed cleavages and FTMS fragment tolerance 20 ppm apply.	Each deposited RAW 256 KiB prefix identifies Q Exactive and includes a Top10 DDA method: MS1 resolution 70000, MS2 resolution 17500, isolation window 2 Th, HCD NCE27. The actual method-comparison MS1 range is 300-2000 m/z. Published article and actual RAWs agree on NCE27; original PRIDE project prose says 35%. Acquisition settings use the actual method. The RAW acquisition tolerance fields are not search tolerances.	https://www.cellosaurus.org/CVCL_5121; age and sex describe the original cell-line donor, not culture age or independent donor counts. HaCaT is a spontaneously immortalized keratinocyte line from normal skin; CaLo and SiHa are cervical cancer lines with HPV18 and HPV16, respectively. Source cultures and pools remain samples from their respective established human cell line.	DOI:10.1074/jbc.M117.784546; PMID:28893905; PMC5672037. Original author MaxQuant archive summary/parameters establish exact RAW, experiment and search-fraction mapping. Author Jeovanis Gil Valdes doctoral thesis (UNAM 2017), https://hdl.handle.net/20.500.14330/TES01000768277, supplies explicit biological-repeat and pooling descriptions in sections 5.3/5.7 and Fig15; its appendix contains the published paper. Secondary meta SDRF was used only for comparison and is not the mapping authority.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Author MaxQuant summaries resolve all 87 selected RAWs to cell line, preparation method and control/EX-527 experiment. PRIDE and primary PMC5672037 report physical trypsin digestion, chemical d3-acetylation and Arg-C search specificity; acetyl d0/d3 terms describe modifications, not separate sample channels. The a/b fraction series use pooled biological material; independent culture count is not specified.	CaLo	gel sample preparation (GSP)	untreated
PXD005903_CG2	Homo sapiens	uterine cervix	cervical squamous cell carcinoma	CaLo	CVCL_5121	CaLo	55Y	female	untreated	not pooled	2	JV_140624_Qexactive_CG2	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=Isotope labeling;AC=PRIDE:0000310	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl:2H(3);AC=UNIMOD:56;TA=K;MT=Variable	NT=Acetyl:2H(3);AC=UNIMOD:56;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	20 ppm	1	1	JV_140624_Qexactive_CG2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005903/JV_140624_Qexactive_CG2.raw	gel sample preparation (GSP)	All 87 acquisitions contain NAS-d3 chemically acetylated samples. N-acetoxy-succinimide-d3 labels previously unmodified lysine and protein N-terminal amines before trypsin digestion. Endogenous d0 and chemical d3 acetylation coexist in each source and are used for site occupancy, not separate multiplexed biological samples. Acetyl d0 is UNIMOD:1; Acetyl d3 is UNIMOD:56 (45.029395 Da), independently verified from 1772 heavy-acetyl peptide entries across all three deposited search profiles. All original summaries have Multiplicity=1. PRIDE:0000310 denotes the isotope-labeling quantification strategy; this text specifies the exact chemistry. Protein abundance LFQ uses the same chemically acetylated acquisitions in the GelSol and CtrlEx527 searches.	NT=Arg-C;AC=MS:1001303	2	CG2	CG2	Untreated method-comparison preparation. Author thesis section 5.3 explicitly states three independent biological replicates per cell line and preparation method. F=FASP; G=GSP; S=SSP. Gel preparation uses one concentrated gel slice per sample; it does not produce an offline fraction series.	The original 3Methods summary gives separate author experiments such as CF1, CF2 and CF3, all Fraction=1. Numbered repeats are biological replicates based on author thesis section 5.3 (PDF p43/printed p39). Whether equally numbered F/G/S preparations share a parent culture is unspecified; source identifiers preserve preparation units and do not assert 27 mutually independent parent cultures or pairing across methods. One acquisition per preparation is deposited.	No offline peptide fractionation in the method-comparison preparations; physical fraction identifier=1, as in the 3Methods original summary.	Original MaxquantTXToutputFile3Methods3Cells.zip parameters.txt and summary.txt, MaxQuant 1.5.3.30: ArgC specific search, two missed cleavages, fixed CAM(C), and the eight modification entries listed here. Acetyl d0(K) maps to standard Acetyl(K); chemical acetylation is searched as variable despite its use as a preparation reagent. FTMS fragment tolerance=20 ppm. MaxQuant precursor tolerance is not reported in available original metadata and is omitted. Pview 5 ppm isotope and 15 ppm MS/MS tolerances belong to separate Pview analysis and are not MaxQuant parameters. Wet-lab trypsin digestion follows lysine blocking; Arg-C is search specificity, not an added enzyme. Search FASTAs include human proteome plus HPV16 and HPV18; this does not add separate viral sample rows. MBR=false, iBAQ=false, advanced ratios=false, dependent peptides=true.	The deposited GelSol3CellsLFQ search reuses the 18 GSP/SSP RAWs from the 27-RAW method comparison. It groups Experiment by cell line and codes GSP as Fraction=1 and SSP as Fraction=2 to combine preparation methods for protein LFQ. These search grouping codes are not physical offline fractions and do not replace the physical fraction=1 annotation. MaxQuant 1.5.3.30; human proteome FASTA only; MBR=true (0.7 min matching, 20 min alignment), iBAQ=true, advanced ratios=true, dependent peptides=true. The same modification set, ArgC specificity, two missed cleavages and FTMS fragment tolerance 20 ppm apply.	Each deposited RAW 256 KiB prefix identifies Q Exactive and includes a Top10 DDA method: MS1 resolution 70000, MS2 resolution 17500, isolation window 2 Th, HCD NCE27. The actual method-comparison MS1 range is 300-2000 m/z. Published article and actual RAWs agree on NCE27; original PRIDE project prose says 35%. Acquisition settings use the actual method. The RAW acquisition tolerance fields are not search tolerances.	https://www.cellosaurus.org/CVCL_5121; age and sex describe the original cell-line donor, not culture age or independent donor counts. HaCaT is a spontaneously immortalized keratinocyte line from normal skin; CaLo and SiHa are cervical cancer lines with HPV18 and HPV16, respectively. Source cultures and pools remain samples from their respective established human cell line.	DOI:10.1074/jbc.M117.784546; PMID:28893905; PMC5672037. Original author MaxQuant archive summary/parameters establish exact RAW, experiment and search-fraction mapping. Author Jeovanis Gil Valdes doctoral thesis (UNAM 2017), https://hdl.handle.net/20.500.14330/TES01000768277, supplies explicit biological-repeat and pooling descriptions in sections 5.3/5.7 and Fig15; its appendix contains the published paper. Secondary meta SDRF was used only for comparison and is not the mapping authority.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Author MaxQuant summaries resolve all 87 selected RAWs to cell line, preparation method and control/EX-527 experiment. PRIDE and primary PMC5672037 report physical trypsin digestion, chemical d3-acetylation and Arg-C search specificity; acetyl d0/d3 terms describe modifications, not separate sample channels. The a/b fraction series use pooled biological material; independent culture count is not specified.	CaLo	gel sample preparation (GSP)	untreated
