source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[spike protein]
TMT_Erwinia_spike_culture	Pectobacterium carotovorum	not applicable	1	TMT_Erwinia_1uLSike_Top10HCD_isol2_45stepped_60min_01_TMT126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TMT6plex;AC=UNIMOD:737	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	TMT_Erwinia_1uLSike_Top10HCD_isol2_45stepped_60min_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	baseline
TMT_Erwinia_spike_culture	Pectobacterium carotovorum	not applicable	1	TMT_Erwinia_1uLSike_Top10HCD_isol2_45stepped_60min_01_TMT127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TMT6plex;AC=UNIMOD:737	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	TMT_Erwinia_1uLSike_Top10HCD_isol2_45stepped_60min_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Enolase spike
TMT_Erwinia_spike_culture	Pectobacterium carotovorum	not applicable	1	TMT_Erwinia_1uLSike_Top10HCD_isol2_45stepped_60min_01_TMT127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TMT6plex;AC=UNIMOD:737	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	TMT_Erwinia_1uLSike_Top10HCD_isol2_45stepped_60min_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	BSA spike
TMT_Erwinia_spike_culture	Pectobacterium carotovorum	not applicable	1	TMT_Erwinia_1uLSike_Top10HCD_isol2_45stepped_60min_01_TMT128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TMT6plex;AC=UNIMOD:737	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	TMT_Erwinia_1uLSike_Top10HCD_isol2_45stepped_60min_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PhosB spike
TMT_Erwinia_spike_culture	Pectobacterium carotovorum	not applicable	1	TMT_Erwinia_1uLSike_Top10HCD_isol2_45stepped_60min_01_TMT128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TMT6plex;AC=UNIMOD:737	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	TMT_Erwinia_1uLSike_Top10HCD_isol2_45stepped_60min_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cytochrome C spike
TMT_Erwinia_spike_culture	Pectobacterium carotovorum	not applicable	1	TMT_Erwinia_1uLSike_Top10HCD_isol2_45stepped_60min_01_TMT129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TMT6plex;AC=UNIMOD:737	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	TMT_Erwinia_1uLSike_Top10HCD_isol2_45stepped_60min_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cytochrome C spike
