source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[biological replicate]	characteristics[biological replicate unit]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[author cell population]	assay name	technology type	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[file uri]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[carrier composition]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[sample preparation batch]	comment[author file identifier]	comment[annotation provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[author cell population]
PXD041328_S1185	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	132	individual cell	study sample	cellenONE	S1185	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT129N;AC=PRIDE:0000525	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
PXD041328_S1186	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	133	individual cell	study sample	cellenONE	S1186	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT129C;AC=PRIDE:0000524	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
PXD041328_S1187	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	134	individual cell	study sample	cellenONE	S1187	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT130N;AC=PRIDE:0000528	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
PXD041328_S1188	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	135	individual cell	study sample	cellenONE	S1188	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT130C;AC=PRIDE:0000527	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
PXD041328_S1189	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	136	individual cell	study sample	cellenONE	S1189	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT131N;AC=PRIDE:0000580	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
PXD041328_S1190	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	137	individual cell	study sample	cellenONE	S1190	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT131C;AC=PRIDE:0000581	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
PXD041328_S1191	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	138	individual cell	study sample	cellenONE	S1191	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT132N;AC=PRIDE:0000582	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
PXD041328_S1192	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	139	individual cell	study sample	cellenONE	S1192	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT132C;AC=PRIDE:0000583	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
PXD041328_S1193	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	140	individual cell	study sample	cellenONE	S1193	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT133N;AC=PRIDE:0000632	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
PXD041328_S1194	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	141	individual cell	study sample	cellenONE	S1194	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT133C;AC=PRIDE:0000633	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
PXD041328_S1195	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	142	individual cell	study sample	cellenONE	S1195	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT134N;AC=PRIDE:0000643	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
PXD041328_S1196	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	143	individual cell	study sample	cellenONE	S1196	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT134C;AC=PRIDE:0000642	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
PXD041328_S1197	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	144	individual cell	study sample	cellenONE	S1197	1	Mesoderm	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	NT=TMT135N;AC=PRIDE:0000670	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C4	F46	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Mesoderm
