source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[biological replicate]	characteristics[biological replicate unit]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[author cell population]	assay name	technology type	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[file uri]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[carrier composition]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[sample preparation batch]	comment[author file identifier]	comment[annotation provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[author cell population]
PXD041328_S236	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	177	individual cell	study sample	cellenONE	S236	1	Unsorted	20221222_E1_RM_CVG_EXP55_C1_S12	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C1_S12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C1_S12.raw	NT=TMT133N;AC=PRIDE:0000632	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F12	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Unsorted
PXD041328_S237	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	178	individual cell	study sample	cellenONE	S237	1	Unsorted	20221222_E1_RM_CVG_EXP55_C1_S12	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C1_S12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C1_S12.raw	NT=TMT133C;AC=PRIDE:0000633	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F12	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Unsorted
PXD041328_S238	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	179	individual cell	study sample	cellenONE	S238	1	Unsorted	20221222_E1_RM_CVG_EXP55_C1_S12	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C1_S12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C1_S12.raw	NT=TMT134N;AC=PRIDE:0000643	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F12	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Unsorted
PXD041328_S239	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	180	individual cell	study sample	cellenONE	S239	1	Unsorted	20221222_E1_RM_CVG_EXP55_C1_S12	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C1_S12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C1_S12.raw	NT=TMT134C;AC=PRIDE:0000642	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F12	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Unsorted
PXD041328_S240	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	3	individual cell	study sample	cellenONE	S240	1	Green	20221222_E1_RM_CVG_EXP55_C1_S12	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C1_S12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C1_S12.raw	NT=TMT135N;AC=PRIDE:0000670	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F12	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Green
PXD041328_S241	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	181	individual cell	study sample	cellenONE	S241	1	Unsorted	20221222_E1_RM_CVG_EXP55_C2_S1	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C2_S1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S1.raw	NT=TMT127N;AC=PRIDE:0000519	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C2	F13	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Unsorted
PXD041328_S242	not applicable	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	not applicable	empty	not applicable	empty	0	empty channel	20221222_E1_RM_CVG_EXP55_C2_S1	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C2_S1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S1.raw	NT=TMT127C;AC=PRIDE:0000518	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C2	F13	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	empty channel
PXD041328_S243	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	182	individual cell	study sample	cellenONE	S243	1	Unsorted	20221222_E1_RM_CVG_EXP55_C2_S1	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C2_S1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S1.raw	NT=TMT128N;AC=PRIDE:0000522	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C2	F13	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Unsorted
PXD041328_S244	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	183	individual cell	study sample	cellenONE	S244	1	Unsorted	20221222_E1_RM_CVG_EXP55_C2_S1	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C2_S1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S1.raw	NT=TMT128C;AC=PRIDE:0000521	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C2	F13	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Unsorted
PXD041328_S245	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	184	individual cell	study sample	cellenONE	S245	1	Unsorted	20221222_E1_RM_CVG_EXP55_C2_S1	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C2_S1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S1.raw	NT=TMT129N;AC=PRIDE:0000525	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C2	F13	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Unsorted
PXD041328_S246	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	185	individual cell	study sample	cellenONE	S246	1	Unsorted	20221222_E1_RM_CVG_EXP55_C2_S1	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C2_S1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S1.raw	NT=TMT129C;AC=PRIDE:0000524	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C2	F13	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Unsorted
PXD041328_S247	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	186	individual cell	study sample	cellenONE	S247	1	Unsorted	20221222_E1_RM_CVG_EXP55_C2_S1	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C2_S1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S1.raw	NT=TMT130N;AC=PRIDE:0000528	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C2	F13	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Unsorted
PXD041328_S248	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	187	individual cell	study sample	cellenONE	S248	1	Unsorted	20221222_E1_RM_CVG_EXP55_C2_S1	proteomic profiling by mass spectrometry	1	1	20221222_E1_RM_CVG_EXP55_C2_S1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S1.raw	NT=TMT130C;AC=PRIDE:0000527	NT=TMT126;AC=PRIDE:0000516	not applicable	equal-ratio mESC, SOX17-RFP-positive, BRA-GFP-positive, MT1-BFP-positive and unsorted gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	C2	F13	Author PD study maps native RAW, file ID and sample/channel ID; author GitHub Unsorted/Sorted_InputFiles_forSCP tables supply cell populations. Three explicitly named empty control RAWs are omitted because their channel contents are not documented. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings (variable TMT differs from the generic paper description). https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	Unsorted
