source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[material type]	characteristics[sampling site]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[biological replicate]	characteristics[experimental condition]	characteristics[treatment]	characteristics[pooled sample]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[search enzyme]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[original sample identifier]	comment[fraction description]	comment[sample description]	comment[search parameter source]	comment[annotation provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[additional acquisition method]	comment[ms1 resolution]	comment[ms1 scan range]	comment[ms2 mass analyzer]	comment[collision energy]	comment[missed cleavages]	comment[initial precursor mass tolerance]	comment[native acquisition details]	comment[sample preparation]	factor value[experimental condition]	factor value[treatment]
PXD070157_20252	Mus musculus	brain	microglial cell	BV-2	CVCL_0182	BV-2	cell line	brain	normal	1W	female	not available	C57BL/6	1	BV2 GC	scrambled siRNA	not available	PXD070157_250925_Compagnion_20252A_130min_10ul	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	20 ppm	1	1	250925_Compagnion_20252A_130min_10ul.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD070157/250925_Compagnion_20252A_130min_10ul.raw	BV2 GC 1	Gel band A	BV-2 cell culture preparation. Published Supplementary Table 5, Sample legend, maps IDs 20252/20256 to scrambled siRNA, 20253/20257 to scrambled siRNA plus inhibitors, 20254/20258 to Tardbp siRNA, and 20255/20259 to Tardbp siRNA plus inhibitors; Source Data Fig. 6, Fig6o, independently agrees. The paper identifies the inhibitors as MG132 and Bafilomycin A. Original condition labels and replicate suffixes 1/2 are retained; the supplement calls these Set 1/Set 2. Gel bands A and B are two fractions of the same preparation. Donor age 1W, female sex, C57BL/6 strain and brain origin describe the parental BV-2 line, not the age of the current culture or separate animal donors.	MaxQuant_20252-59_txt.zip: mqpar.xml, summary.txt and parameters.txt; MaxQuant 2.6.7.0, Trypsin/P, fixed C-carbamidomethylation, variable M-oxidation and protein N-terminal acetylation; main-search precursor 4.5 ppm and FTMS fragment 20 ppm. The workbook DIA label conflicts with the deposited DDA plus targeted-MS/MS protocol and all RAW method names. MaxQuant experiment IDs pair A/B fractions; its unassigned fraction sentinel does not replace the physical gel-band map.	Agent-assisted curation using Codex and sdrf-skills. Sample mapping: deposited Sample_list.xlsx and sample_description.sdrf.txt, cross-checked against MaxQuant mqpar.xml and summary.txt; instrument and method names: all 16 RAW headers. Parental cell metadata: https://www.cellosaurus.org/CVCL_0182 . Archive: https://www.ebi.ac.uk/pride/archive/projects/PXD070157 . The PRIDE references field is empty, but a matching publication explicitly cites PXD070157. Publication identified and accession verified: https://doi.org/10.1038/s41593-026-02348-3 . Exact treatment bridge: 41593_2026_2348_MOESM6_ESM.xlsx, Sample legend B2:D5; independently confirmed by 41593_2026_2348_MOESM15_ESM.xlsx, Fig6o A2:B9. Parental donor age and sex also confirmed by the publication Reporting Summary. Rechecked 2026-09-23 against the full native method summary in each of the 16 RAW files, both published workbook maps, and the exact 16-file MaxQuant summaries. Pooling is not specified in the inspected sources and is left unknown.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	targeted MS/MS	120000	375m/z-1500m/z	NT=orbitrap;AC=MS:1000484	30 NCE	2	20 ppm	All 16 native methods combine a 2 s DDA cycle (MS2 resolution 15000; isolation 1.6 m/z; dynamic exclusion 60 s) with unscheduled targeted MS/MS of 14 precursor entries (MS2 resolution 30000; isolation 2 m/z). Both scan modes use HCD at 30 NCE and run within a 130 min instrument method. A single shared MS2 resolution or isolation width is not assigned to these combined-mode RAWs.	The PRIDE preparation protocol identifies two gel slices per sample from the 10-15 kDa region, followed by in-gel trypsin digestion. The paper describes the low-molecular-weight region below 15 kDa. Gel band A/B is the physical fraction map; source samples are the eight biological preparations, grouped into Set 1/Set 2 in the author supplement.	BV2 GC	scrambled siRNA
PXD070157_20252	Mus musculus	brain	microglial cell	BV-2	CVCL_0182	BV-2	cell line	brain	normal	1W	female	not available	C57BL/6	1	BV2 GC	scrambled siRNA	not available	PXD070157_250925_Compagnion_20252B_130min_10ul	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	20 ppm	2	1	250925_Compagnion_20252B_130min_10ul.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD070157/250925_Compagnion_20252B_130min_10ul.raw	BV2 GC 1	Gel band B	BV-2 cell culture preparation. Published Supplementary Table 5, Sample legend, maps IDs 20252/20256 to scrambled siRNA, 20253/20257 to scrambled siRNA plus inhibitors, 20254/20258 to Tardbp siRNA, and 20255/20259 to Tardbp siRNA plus inhibitors; Source Data Fig. 6, Fig6o, independently agrees. The paper identifies the inhibitors as MG132 and Bafilomycin A. Original condition labels and replicate suffixes 1/2 are retained; the supplement calls these Set 1/Set 2. Gel bands A and B are two fractions of the same preparation. Donor age 1W, female sex, C57BL/6 strain and brain origin describe the parental BV-2 line, not the age of the current culture or separate animal donors.	MaxQuant_20252-59_txt.zip: mqpar.xml, summary.txt and parameters.txt; MaxQuant 2.6.7.0, Trypsin/P, fixed C-carbamidomethylation, variable M-oxidation and protein N-terminal acetylation; main-search precursor 4.5 ppm and FTMS fragment 20 ppm. The workbook DIA label conflicts with the deposited DDA plus targeted-MS/MS protocol and all RAW method names. MaxQuant experiment IDs pair A/B fractions; its unassigned fraction sentinel does not replace the physical gel-band map.	Agent-assisted curation using Codex and sdrf-skills. Sample mapping: deposited Sample_list.xlsx and sample_description.sdrf.txt, cross-checked against MaxQuant mqpar.xml and summary.txt; instrument and method names: all 16 RAW headers. Parental cell metadata: https://www.cellosaurus.org/CVCL_0182 . Archive: https://www.ebi.ac.uk/pride/archive/projects/PXD070157 . The PRIDE references field is empty, but a matching publication explicitly cites PXD070157. Publication identified and accession verified: https://doi.org/10.1038/s41593-026-02348-3 . Exact treatment bridge: 41593_2026_2348_MOESM6_ESM.xlsx, Sample legend B2:D5; independently confirmed by 41593_2026_2348_MOESM15_ESM.xlsx, Fig6o A2:B9. Parental donor age and sex also confirmed by the publication Reporting Summary. Rechecked 2026-09-23 against the full native method summary in each of the 16 RAW files, both published workbook maps, and the exact 16-file MaxQuant summaries. Pooling is not specified in the inspected sources and is left unknown.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	targeted MS/MS	120000	375m/z-1500m/z	NT=orbitrap;AC=MS:1000484	30 NCE	2	20 ppm	All 16 native methods combine a 2 s DDA cycle (MS2 resolution 15000; isolation 1.6 m/z; dynamic exclusion 60 s) with unscheduled targeted MS/MS of 14 precursor entries (MS2 resolution 30000; isolation 2 m/z). Both scan modes use HCD at 30 NCE and run within a 130 min instrument method. A single shared MS2 resolution or isolation width is not assigned to these combined-mode RAWs.	The PRIDE preparation protocol identifies two gel slices per sample from the 10-15 kDa region, followed by in-gel trypsin digestion. The paper describes the low-molecular-weight region below 15 kDa. Gel band A/B is the physical fraction map; source samples are the eight biological preparations, grouped into Set 1/Set 2 in the author supplement.	BV2 GC	scrambled siRNA
PXD070157_20253	Mus musculus	brain	microglial cell	BV-2	CVCL_0182	BV-2	cell line	brain	normal	1W	female	not available	C57BL/6	1	BV2 GC T	scrambled siRNA plus MG132 and bafilomycin A	not available	PXD070157_250925_Compagnion_20253A_130min_10ul	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	20 ppm	1	1	250925_Compagnion_20253A_130min_10ul.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD070157/250925_Compagnion_20253A_130min_10ul.raw	BV2 GC T1	Gel band A	BV-2 cell culture preparation. Published Supplementary Table 5, Sample legend, maps IDs 20252/20256 to scrambled siRNA, 20253/20257 to scrambled siRNA plus inhibitors, 20254/20258 to Tardbp siRNA, and 20255/20259 to Tardbp siRNA plus inhibitors; Source Data Fig. 6, Fig6o, independently agrees. The paper identifies the inhibitors as MG132 and Bafilomycin A. Original condition labels and replicate suffixes 1/2 are retained; the supplement calls these Set 1/Set 2. Gel bands A and B are two fractions of the same preparation. Donor age 1W, female sex, C57BL/6 strain and brain origin describe the parental BV-2 line, not the age of the current culture or separate animal donors.	MaxQuant_20252-59_txt.zip: mqpar.xml, summary.txt and parameters.txt; MaxQuant 2.6.7.0, Trypsin/P, fixed C-carbamidomethylation, variable M-oxidation and protein N-terminal acetylation; main-search precursor 4.5 ppm and FTMS fragment 20 ppm. The workbook DIA label conflicts with the deposited DDA plus targeted-MS/MS protocol and all RAW method names. MaxQuant experiment IDs pair A/B fractions; its unassigned fraction sentinel does not replace the physical gel-band map.	Agent-assisted curation using Codex and sdrf-skills. Sample mapping: deposited Sample_list.xlsx and sample_description.sdrf.txt, cross-checked against MaxQuant mqpar.xml and summary.txt; instrument and method names: all 16 RAW headers. Parental cell metadata: https://www.cellosaurus.org/CVCL_0182 . Archive: https://www.ebi.ac.uk/pride/archive/projects/PXD070157 . The PRIDE references field is empty, but a matching publication explicitly cites PXD070157. Publication identified and accession verified: https://doi.org/10.1038/s41593-026-02348-3 . Exact treatment bridge: 41593_2026_2348_MOESM6_ESM.xlsx, Sample legend B2:D5; independently confirmed by 41593_2026_2348_MOESM15_ESM.xlsx, Fig6o A2:B9. Parental donor age and sex also confirmed by the publication Reporting Summary. Rechecked 2026-09-23 against the full native method summary in each of the 16 RAW files, both published workbook maps, and the exact 16-file MaxQuant summaries. Pooling is not specified in the inspected sources and is left unknown.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	targeted MS/MS	120000	375m/z-1500m/z	NT=orbitrap;AC=MS:1000484	30 NCE	2	20 ppm	All 16 native methods combine a 2 s DDA cycle (MS2 resolution 15000; isolation 1.6 m/z; dynamic exclusion 60 s) with unscheduled targeted MS/MS of 14 precursor entries (MS2 resolution 30000; isolation 2 m/z). Both scan modes use HCD at 30 NCE and run within a 130 min instrument method. A single shared MS2 resolution or isolation width is not assigned to these combined-mode RAWs.	The PRIDE preparation protocol identifies two gel slices per sample from the 10-15 kDa region, followed by in-gel trypsin digestion. The paper describes the low-molecular-weight region below 15 kDa. Gel band A/B is the physical fraction map; source samples are the eight biological preparations, grouped into Set 1/Set 2 in the author supplement.	BV2 GC T	scrambled siRNA plus MG132 and bafilomycin A
PXD070157_20253	Mus musculus	brain	microglial cell	BV-2	CVCL_0182	BV-2	cell line	brain	normal	1W	female	not available	C57BL/6	1	BV2 GC T	scrambled siRNA plus MG132 and bafilomycin A	not available	PXD070157_250925_Compagnion_20253B_130min_10ul	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	20 ppm	2	1	250925_Compagnion_20253B_130min_10ul.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD070157/250925_Compagnion_20253B_130min_10ul.raw	BV2 GC T1	Gel band B	BV-2 cell culture preparation. Published Supplementary Table 5, Sample legend, maps IDs 20252/20256 to scrambled siRNA, 20253/20257 to scrambled siRNA plus inhibitors, 20254/20258 to Tardbp siRNA, and 20255/20259 to Tardbp siRNA plus inhibitors; Source Data Fig. 6, Fig6o, independently agrees. The paper identifies the inhibitors as MG132 and Bafilomycin A. Original condition labels and replicate suffixes 1/2 are retained; the supplement calls these Set 1/Set 2. Gel bands A and B are two fractions of the same preparation. Donor age 1W, female sex, C57BL/6 strain and brain origin describe the parental BV-2 line, not the age of the current culture or separate animal donors.	MaxQuant_20252-59_txt.zip: mqpar.xml, summary.txt and parameters.txt; MaxQuant 2.6.7.0, Trypsin/P, fixed C-carbamidomethylation, variable M-oxidation and protein N-terminal acetylation; main-search precursor 4.5 ppm and FTMS fragment 20 ppm. The workbook DIA label conflicts with the deposited DDA plus targeted-MS/MS protocol and all RAW method names. MaxQuant experiment IDs pair A/B fractions; its unassigned fraction sentinel does not replace the physical gel-band map.	Agent-assisted curation using Codex and sdrf-skills. Sample mapping: deposited Sample_list.xlsx and sample_description.sdrf.txt, cross-checked against MaxQuant mqpar.xml and summary.txt; instrument and method names: all 16 RAW headers. Parental cell metadata: https://www.cellosaurus.org/CVCL_0182 . Archive: https://www.ebi.ac.uk/pride/archive/projects/PXD070157 . The PRIDE references field is empty, but a matching publication explicitly cites PXD070157. Publication identified and accession verified: https://doi.org/10.1038/s41593-026-02348-3 . Exact treatment bridge: 41593_2026_2348_MOESM6_ESM.xlsx, Sample legend B2:D5; independently confirmed by 41593_2026_2348_MOESM15_ESM.xlsx, Fig6o A2:B9. Parental donor age and sex also confirmed by the publication Reporting Summary. Rechecked 2026-09-23 against the full native method summary in each of the 16 RAW files, both published workbook maps, and the exact 16-file MaxQuant summaries. Pooling is not specified in the inspected sources and is left unknown.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	targeted MS/MS	120000	375m/z-1500m/z	NT=orbitrap;AC=MS:1000484	30 NCE	2	20 ppm	All 16 native methods combine a 2 s DDA cycle (MS2 resolution 15000; isolation 1.6 m/z; dynamic exclusion 60 s) with unscheduled targeted MS/MS of 14 precursor entries (MS2 resolution 30000; isolation 2 m/z). Both scan modes use HCD at 30 NCE and run within a 130 min instrument method. A single shared MS2 resolution or isolation width is not assigned to these combined-mode RAWs.	The PRIDE preparation protocol identifies two gel slices per sample from the 10-15 kDa region, followed by in-gel trypsin digestion. The paper describes the low-molecular-weight region below 15 kDa. Gel band A/B is the physical fraction map; source samples are the eight biological preparations, grouped into Set 1/Set 2 in the author supplement.	BV2 GC T	scrambled siRNA plus MG132 and bafilomycin A
PXD070157_20254	Mus musculus	brain	microglial cell	BV-2	CVCL_0182	BV-2	cell line	brain	normal	1W	female	not available	C57BL/6	1	BV2 TDP	Tardbp siRNA	not available	PXD070157_250925_Compagnion_20254A_130min_10ul	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	20 ppm	1	1	250925_Compagnion_20254A_130min_10ul.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD070157/250925_Compagnion_20254A_130min_10ul.raw	BV2 TDP 1	Gel band A	BV-2 cell culture preparation. Published Supplementary Table 5, Sample legend, maps IDs 20252/20256 to scrambled siRNA, 20253/20257 to scrambled siRNA plus inhibitors, 20254/20258 to Tardbp siRNA, and 20255/20259 to Tardbp siRNA plus inhibitors; Source Data Fig. 6, Fig6o, independently agrees. The paper identifies the inhibitors as MG132 and Bafilomycin A. Original condition labels and replicate suffixes 1/2 are retained; the supplement calls these Set 1/Set 2. Gel bands A and B are two fractions of the same preparation. Donor age 1W, female sex, C57BL/6 strain and brain origin describe the parental BV-2 line, not the age of the current culture or separate animal donors.	MaxQuant_20252-59_txt.zip: mqpar.xml, summary.txt and parameters.txt; MaxQuant 2.6.7.0, Trypsin/P, fixed C-carbamidomethylation, variable M-oxidation and protein N-terminal acetylation; main-search precursor 4.5 ppm and FTMS fragment 20 ppm. The workbook DIA label conflicts with the deposited DDA plus targeted-MS/MS protocol and all RAW method names. MaxQuant experiment IDs pair A/B fractions; its unassigned fraction sentinel does not replace the physical gel-band map.	Agent-assisted curation using Codex and sdrf-skills. Sample mapping: deposited Sample_list.xlsx and sample_description.sdrf.txt, cross-checked against MaxQuant mqpar.xml and summary.txt; instrument and method names: all 16 RAW headers. Parental cell metadata: https://www.cellosaurus.org/CVCL_0182 . Archive: https://www.ebi.ac.uk/pride/archive/projects/PXD070157 . The PRIDE references field is empty, but a matching publication explicitly cites PXD070157. Publication identified and accession verified: https://doi.org/10.1038/s41593-026-02348-3 . Exact treatment bridge: 41593_2026_2348_MOESM6_ESM.xlsx, Sample legend B2:D5; independently confirmed by 41593_2026_2348_MOESM15_ESM.xlsx, Fig6o A2:B9. Parental donor age and sex also confirmed by the publication Reporting Summary. Rechecked 2026-09-23 against the full native method summary in each of the 16 RAW files, both published workbook maps, and the exact 16-file MaxQuant summaries. Pooling is not specified in the inspected sources and is left unknown.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	targeted MS/MS	120000	375m/z-1500m/z	NT=orbitrap;AC=MS:1000484	30 NCE	2	20 ppm	All 16 native methods combine a 2 s DDA cycle (MS2 resolution 15000; isolation 1.6 m/z; dynamic exclusion 60 s) with unscheduled targeted MS/MS of 14 precursor entries (MS2 resolution 30000; isolation 2 m/z). Both scan modes use HCD at 30 NCE and run within a 130 min instrument method. A single shared MS2 resolution or isolation width is not assigned to these combined-mode RAWs.	The PRIDE preparation protocol identifies two gel slices per sample from the 10-15 kDa region, followed by in-gel trypsin digestion. The paper describes the low-molecular-weight region below 15 kDa. Gel band A/B is the physical fraction map; source samples are the eight biological preparations, grouped into Set 1/Set 2 in the author supplement.	BV2 TDP	Tardbp siRNA
PXD070157_20254	Mus musculus	brain	microglial cell	BV-2	CVCL_0182	BV-2	cell line	brain	normal	1W	female	not available	C57BL/6	1	BV2 TDP	Tardbp siRNA	not available	PXD070157_250925_Compagnion_20254B_130min_10ul	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	20 ppm	2	1	250925_Compagnion_20254B_130min_10ul.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD070157/250925_Compagnion_20254B_130min_10ul.raw	BV2 TDP 1	Gel band B	BV-2 cell culture preparation. Published Supplementary Table 5, Sample legend, maps IDs 20252/20256 to scrambled siRNA, 20253/20257 to scrambled siRNA plus inhibitors, 20254/20258 to Tardbp siRNA, and 20255/20259 to Tardbp siRNA plus inhibitors; Source Data Fig. 6, Fig6o, independently agrees. The paper identifies the inhibitors as MG132 and Bafilomycin A. Original condition labels and replicate suffixes 1/2 are retained; the supplement calls these Set 1/Set 2. Gel bands A and B are two fractions of the same preparation. Donor age 1W, female sex, C57BL/6 strain and brain origin describe the parental BV-2 line, not the age of the current culture or separate animal donors.	MaxQuant_20252-59_txt.zip: mqpar.xml, summary.txt and parameters.txt; MaxQuant 2.6.7.0, Trypsin/P, fixed C-carbamidomethylation, variable M-oxidation and protein N-terminal acetylation; main-search precursor 4.5 ppm and FTMS fragment 20 ppm. The workbook DIA label conflicts with the deposited DDA plus targeted-MS/MS protocol and all RAW method names. MaxQuant experiment IDs pair A/B fractions; its unassigned fraction sentinel does not replace the physical gel-band map.	Agent-assisted curation using Codex and sdrf-skills. Sample mapping: deposited Sample_list.xlsx and sample_description.sdrf.txt, cross-checked against MaxQuant mqpar.xml and summary.txt; instrument and method names: all 16 RAW headers. Parental cell metadata: https://www.cellosaurus.org/CVCL_0182 . Archive: https://www.ebi.ac.uk/pride/archive/projects/PXD070157 . The PRIDE references field is empty, but a matching publication explicitly cites PXD070157. Publication identified and accession verified: https://doi.org/10.1038/s41593-026-02348-3 . Exact treatment bridge: 41593_2026_2348_MOESM6_ESM.xlsx, Sample legend B2:D5; independently confirmed by 41593_2026_2348_MOESM15_ESM.xlsx, Fig6o A2:B9. Parental donor age and sex also confirmed by the publication Reporting Summary. Rechecked 2026-09-23 against the full native method summary in each of the 16 RAW files, both published workbook maps, and the exact 16-file MaxQuant summaries. Pooling is not specified in the inspected sources and is left unknown.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	targeted MS/MS	120000	375m/z-1500m/z	NT=orbitrap;AC=MS:1000484	30 NCE	2	20 ppm	All 16 native methods combine a 2 s DDA cycle (MS2 resolution 15000; isolation 1.6 m/z; dynamic exclusion 60 s) with unscheduled targeted MS/MS of 14 precursor entries (MS2 resolution 30000; isolation 2 m/z). Both scan modes use HCD at 30 NCE and run within a 130 min instrument method. A single shared MS2 resolution or isolation width is not assigned to these combined-mode RAWs.	The PRIDE preparation protocol identifies two gel slices per sample from the 10-15 kDa region, followed by in-gel trypsin digestion. The paper describes the low-molecular-weight region below 15 kDa. Gel band A/B is the physical fraction map; source samples are the eight biological preparations, grouped into Set 1/Set 2 in the author supplement.	BV2 TDP	Tardbp siRNA
PXD070157_20255	Mus musculus	brain	microglial cell	BV-2	CVCL_0182	BV-2	cell line	brain	normal	1W	female	not available	C57BL/6	1	BV2 TDP T	Tardbp siRNA plus MG132 and bafilomycin A	not available	PXD070157_250925_Compagnion_20255A_130min_10ul	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	20 ppm	1	1	250925_Compagnion_20255A_130min_10ul.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD070157/250925_Compagnion_20255A_130min_10ul.raw	BV2 TDP T1	Gel band A	BV-2 cell culture preparation. Published Supplementary Table 5, Sample legend, maps IDs 20252/20256 to scrambled siRNA, 20253/20257 to scrambled siRNA plus inhibitors, 20254/20258 to Tardbp siRNA, and 20255/20259 to Tardbp siRNA plus inhibitors; Source Data Fig. 6, Fig6o, independently agrees. The paper identifies the inhibitors as MG132 and Bafilomycin A. Original condition labels and replicate suffixes 1/2 are retained; the supplement calls these Set 1/Set 2. Gel bands A and B are two fractions of the same preparation. Donor age 1W, female sex, C57BL/6 strain and brain origin describe the parental BV-2 line, not the age of the current culture or separate animal donors.	MaxQuant_20252-59_txt.zip: mqpar.xml, summary.txt and parameters.txt; MaxQuant 2.6.7.0, Trypsin/P, fixed C-carbamidomethylation, variable M-oxidation and protein N-terminal acetylation; main-search precursor 4.5 ppm and FTMS fragment 20 ppm. The workbook DIA label conflicts with the deposited DDA plus targeted-MS/MS protocol and all RAW method names. MaxQuant experiment IDs pair A/B fractions; its unassigned fraction sentinel does not replace the physical gel-band map.	Agent-assisted curation using Codex and sdrf-skills. Sample mapping: deposited Sample_list.xlsx and sample_description.sdrf.txt, cross-checked against MaxQuant mqpar.xml and summary.txt; instrument and method names: all 16 RAW headers. Parental cell metadata: https://www.cellosaurus.org/CVCL_0182 . Archive: https://www.ebi.ac.uk/pride/archive/projects/PXD070157 . The PRIDE references field is empty, but a matching publication explicitly cites PXD070157. Publication identified and accession verified: https://doi.org/10.1038/s41593-026-02348-3 . Exact treatment bridge: 41593_2026_2348_MOESM6_ESM.xlsx, Sample legend B2:D5; independently confirmed by 41593_2026_2348_MOESM15_ESM.xlsx, Fig6o A2:B9. Parental donor age and sex also confirmed by the publication Reporting Summary. Rechecked 2026-09-23 against the full native method summary in each of the 16 RAW files, both published workbook maps, and the exact 16-file MaxQuant summaries. Pooling is not specified in the inspected sources and is left unknown.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	targeted MS/MS	120000	375m/z-1500m/z	NT=orbitrap;AC=MS:1000484	30 NCE	2	20 ppm	All 16 native methods combine a 2 s DDA cycle (MS2 resolution 15000; isolation 1.6 m/z; dynamic exclusion 60 s) with unscheduled targeted MS/MS of 14 precursor entries (MS2 resolution 30000; isolation 2 m/z). Both scan modes use HCD at 30 NCE and run within a 130 min instrument method. A single shared MS2 resolution or isolation width is not assigned to these combined-mode RAWs.	The PRIDE preparation protocol identifies two gel slices per sample from the 10-15 kDa region, followed by in-gel trypsin digestion. The paper describes the low-molecular-weight region below 15 kDa. Gel band A/B is the physical fraction map; source samples are the eight biological preparations, grouped into Set 1/Set 2 in the author supplement.	BV2 TDP T	Tardbp siRNA plus MG132 and bafilomycin A
