source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[cohort]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[period of gestation]	factor value[cohort]
RCB_SALM_TB_E00198_V2	Homo sapiens	Saliva	normal	1	E00198	validation	RCB_SALM_TB_E00198_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00198_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00198_V2	Homo sapiens	Saliva	normal	1	E00198	validation	RCB_SALM_TB_E00198_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00198_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00198_V3	Homo sapiens	Saliva	normal	1	E00198	validation	RCB_SALM_TB_E00198_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00198_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00198_V3	Homo sapiens	Saliva	normal	1	E00198	validation	RCB_SALM_TB_E00198_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00198_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00220_V1	Homo sapiens	Saliva	normal	2	E00220	validation	RCB_SALM_TB_E00220_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00220_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00220_V1	Homo sapiens	Saliva	normal	2	E00220	validation	RCB_SALM_TB_E00220_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00220_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00220_V2	Homo sapiens	Saliva	normal	2	E00220	validation	RCB_SALM_TB_E00220_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00220_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00220_V2	Homo sapiens	Saliva	normal	2	E00220	validation	RCB_SALM_TB_E00220_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00220_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00220_V3	Homo sapiens	Saliva	normal	2	E00220	validation	RCB_SALM_TB_E00220_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00220_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00220_V3	Homo sapiens	Saliva	normal	2	E00220	validation	RCB_SALM_TB_E00220_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00220_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00237_V1	Homo sapiens	Saliva	normal	3	E00237	validation	RCB_SALM_TB_E00237_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00237_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00237_V1	Homo sapiens	Saliva	normal	3	E00237	validation	RCB_SALM_TB_E00237_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00237_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00237_V2	Homo sapiens	Saliva	normal	3	E00237	validation	RCB_SALM_TB_E00237_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00237_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00237_V2	Homo sapiens	Saliva	normal	3	E00237	validation	RCB_SALM_TB_E00237_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00237_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00237_V3	Homo sapiens	Saliva	normal	3	E00237	validation	RCB_SALM_TB_E00237_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00237_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00237_V3	Homo sapiens	Saliva	normal	3	E00237	validation	RCB_SALM_TB_E00237_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00237_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00333_V1	Homo sapiens	Saliva	normal	4	E00333	validation	RCB_SALM_TB_E00333_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00333_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00333_V1	Homo sapiens	Saliva	normal	4	E00333	validation	RCB_SALM_TB_E00333_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00333_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00333_V2	Homo sapiens	Saliva	normal	4	E00333	validation	RCB_SALM_TB_E00333_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00333_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00333_V2	Homo sapiens	Saliva	normal	4	E00333	validation	RCB_SALM_TB_E00333_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00333_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00333_V3	Homo sapiens	Saliva	normal	4	E00333	validation	RCB_SALM_TB_E00333_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00333_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00333_V3	Homo sapiens	Saliva	normal	4	E00333	validation	RCB_SALM_TB_E00333_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00333_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00475_V1	Homo sapiens	Saliva	normal	5	E00475	validation	RCB_SALM_TB_E00475_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00475_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00475_V1	Homo sapiens	Saliva	normal	5	E00475	validation	RCB_SALM_TB_E00475_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00475_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00475_V2	Homo sapiens	Saliva	normal	5	E00475	validation	RCB_SALM_TB_E00475_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00475_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00475_V2	Homo sapiens	Saliva	normal	5	E00475	validation	RCB_SALM_TB_E00475_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00475_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00475_V3	Homo sapiens	Saliva	normal	5	E00475	validation	RCB_SALM_TB_E00475_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00475_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00475_V3	Homo sapiens	Saliva	normal	5	E00475	validation	RCB_SALM_TB_E00475_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00475_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00494_V1	Homo sapiens	Saliva	normal	6	E00494	validation	RCB_SALM_TB_E00494_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00494_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00494_V1	Homo sapiens	Saliva	normal	6	E00494	validation	RCB_SALM_TB_E00494_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00494_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00494_V2	Homo sapiens	Saliva	normal	6	E00494	validation	RCB_SALM_TB_E00494_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00494_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00494_V2	Homo sapiens	Saliva	normal	6	E00494	validation	RCB_SALM_TB_E00494_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00494_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00494_V3	Homo sapiens	Saliva	normal	6	E00494	validation	RCB_SALM_TB_E00494_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00494_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00494_V3	Homo sapiens	Saliva	normal	6	E00494	validation	RCB_SALM_TB_E00494_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00494_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00509_V1	Homo sapiens	Saliva	normal	7	E00509	validation	RCB_SALM_TB_E00509_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00509_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00509_V1	Homo sapiens	Saliva	normal	7	E00509	validation	RCB_SALM_TB_E00509_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00509_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00509_V2	Homo sapiens	Saliva	normal	7	E00509	validation	RCB_SALM_TB_E00509_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00509_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00509_V2	Homo sapiens	Saliva	normal	7	E00509	validation	RCB_SALM_TB_E00509_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00509_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00509_V3	Homo sapiens	Saliva	normal	7	E00509	validation	RCB_SALM_TB_E00509_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00509_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00509_V3	Homo sapiens	Saliva	normal	7	E00509	validation	RCB_SALM_TB_E00509_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00509_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00531_V1	Homo sapiens	Saliva	normal	8	E00531	validation	RCB_SALM_TB_E00531_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00531_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00531_V1	Homo sapiens	Saliva	normal	8	E00531	validation	RCB_SALM_TB_E00531_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00531_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00531_V2	Homo sapiens	Saliva	normal	8	E00531	validation	RCB_SALM_TB_E00531_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00531_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00531_V2	Homo sapiens	Saliva	normal	8	E00531	validation	RCB_SALM_TB_E00531_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00531_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00531_V3	Homo sapiens	Saliva	normal	8	E00531	validation	RCB_SALM_TB_E00531_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00531_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00531_V3	Homo sapiens	Saliva	normal	8	E00531	validation	RCB_SALM_TB_E00531_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00531_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00577_V1	Homo sapiens	Saliva	normal	9	E00577	validation	RCB_SALM_TB_E00577_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00577_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00577_V1	Homo sapiens	Saliva	normal	9	E00577	validation	RCB_SALM_TB_E00577_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00577_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00577_V2	Homo sapiens	Saliva	normal	9	E00577	validation	RCB_SALM_TB_E00577_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00577_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00577_V2	Homo sapiens	Saliva	normal	9	E00577	validation	RCB_SALM_TB_E00577_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00577_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00577_V3	Homo sapiens	Saliva	normal	9	E00577	validation	RCB_SALM_TB_E00577_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00577_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00577_V3	Homo sapiens	Saliva	normal	9	E00577	validation	RCB_SALM_TB_E00577_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00577_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00596_V1	Homo sapiens	Saliva	normal	10	E00596	validation	RCB_SALM_TB_E00596_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00596_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00596_V1	Homo sapiens	Saliva	normal	10	E00596	validation	RCB_SALM_TB_E00596_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00596_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00596_V2	Homo sapiens	Saliva	normal	10	E00596	validation	RCB_SALM_TB_E00596_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00596_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00596_V2	Homo sapiens	Saliva	normal	10	E00596	validation	RCB_SALM_TB_E00596_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00596_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00596_V3	Homo sapiens	Saliva	normal	10	E00596	validation	RCB_SALM_TB_E00596_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00596_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00596_V3	Homo sapiens	Saliva	normal	10	E00596	validation	RCB_SALM_TB_E00596_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00596_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
